"startTime";"endTime";"Solar power generation forecast - updated once a day"
"2026-04-04T13:30:00.000Z";"2026-04-04T13:45:00.000Z";242.9
"2026-04-04T13:45:00.000Z";"2026-04-04T14:00:00.000Z";221.2
"2026-04-04T14:00:00.000Z";"2026-04-04T14:15:00.000Z";201
"2026-04-04T14:15:00.000Z";"2026-04-04T14:30:00.000Z";179.3
"2026-04-04T14:30:00.000Z";"2026-04-04T14:45:00.000Z";157.6
"2026-04-04T14:45:00.000Z";"2026-04-04T15:00:00.000Z";135.9
"2026-04-04T15:00:00.000Z";"2026-04-04T15:15:00.000Z";109.1
"2026-04-04T15:15:00.000Z";"2026-04-04T15:30:00.000Z";89.8
"2026-04-04T15:30:00.000Z";"2026-04-04T15:45:00.000Z";70.5
"2026-04-04T15:45:00.000Z";"2026-04-04T16:00:00.000Z";51.2
"2026-04-04T16:00:00.000Z";"2026-04-04T16:15:00.000Z";25.3
"2026-04-04T16:15:00.000Z";"2026-04-04T16:30:00.000Z";16.9
"2026-04-04T16:30:00.000Z";"2026-04-04T16:45:00.000Z";11.3
"2026-04-04T16:45:00.000Z";"2026-04-04T17:00:00.000Z";2.9
"2026-04-04T17:00:00.000Z";"2026-04-04T17:15:00.000Z";2.9
"2026-04-04T17:15:00.000Z";"2026-04-04T17:30:00.000Z";1.9
"2026-04-04T17:30:00.000Z";"2026-04-04T17:45:00.000Z";1
"2026-04-04T17:45:00.000Z";"2026-04-04T18:00:00.000Z";0
"2026-04-04T18:00:00.000Z";"2026-04-04T18:15:00.000Z";0
"2026-04-04T18:15:00.000Z";"2026-04-04T18:30:00.000Z";0
"2026-04-04T18:30:00.000Z";"2026-04-04T18:45:00.000Z";0
"2026-04-04T18:45:00.000Z";"2026-04-04T19:00:00.000Z";0
"2026-04-04T19:00:00.000Z";"2026-04-04T19:15:00.000Z";0
"2026-04-04T19:15:00.000Z";"2026-04-04T19:30:00.000Z";0
"2026-04-04T19:30:00.000Z";"2026-04-04T19:45:00.000Z";0
"2026-04-04T19:45:00.000Z";"2026-04-04T20:00:00.000Z";0
"2026-04-04T20:00:00.000Z";"2026-04-04T20:15:00.000Z";0
"2026-04-04T20:15:00.000Z";"2026-04-04T20:30:00.000Z";0
"2026-04-04T20:30:00.000Z";"2026-04-04T20:45:00.000Z";0
"2026-04-04T20:45:00.000Z";"2026-04-04T21:00:00.000Z";0
"2026-04-04T21:00:00.000Z";"2026-04-04T21:15:00.000Z";0
"2026-04-04T21:15:00.000Z";"2026-04-04T21:30:00.000Z";0
"2026-04-04T21:30:00.000Z";"2026-04-04T21:45:00.000Z";0
"2026-04-04T21:45:00.000Z";"2026-04-04T22:00:00.000Z";0
"2026-04-04T22:00:00.000Z";"2026-04-04T22:15:00.000Z";0
"2026-04-04T22:15:00.000Z";"2026-04-04T22:30:00.000Z";0
"2026-04-04T22:30:00.000Z";"2026-04-04T22:45:00.000Z";0
"2026-04-04T22:45:00.000Z";"2026-04-04T23:00:00.000Z";0
"2026-04-04T23:00:00.000Z";"2026-04-04T23:15:00.000Z";0
"2026-04-04T23:15:00.000Z";"2026-04-04T23:30:00.000Z";0
"2026-04-04T23:30:00.000Z";"2026-04-04T23:45:00.000Z";0
"2026-04-04T23:45:00.000Z";"2026-04-05T00:00:00.000Z";0
"2026-04-05T00:00:00.000Z";"2026-04-05T00:15:00.000Z";0
"2026-04-05T00:15:00.000Z";"2026-04-05T00:30:00.000Z";0
"2026-04-05T00:30:00.000Z";"2026-04-05T00:45:00.000Z";0
"2026-04-05T00:45:00.000Z";"2026-04-05T01:00:00.000Z";0
"2026-04-05T01:00:00.000Z";"2026-04-05T01:15:00.000Z";0
"2026-04-05T01:15:00.000Z";"2026-04-05T01:30:00.000Z";0
"2026-04-05T01:30:00.000Z";"2026-04-05T01:45:00.000Z";0
"2026-04-05T01:45:00.000Z";"2026-04-05T02:00:00.000Z";0
"2026-04-05T02:00:00.000Z";"2026-04-05T02:15:00.000Z";0
"2026-04-05T02:15:00.000Z";"2026-04-05T02:30:00.000Z";0
"2026-04-05T02:30:00.000Z";"2026-04-05T02:45:00.000Z";0
"2026-04-05T02:45:00.000Z";"2026-04-05T03:00:00.000Z";0
"2026-04-05T03:00:00.000Z";"2026-04-05T03:15:00.000Z";0
"2026-04-05T03:15:00.000Z";"2026-04-05T03:30:00.000Z";0.6
"2026-04-05T03:30:00.000Z";"2026-04-05T03:45:00.000Z";1.1
"2026-04-05T03:45:00.000Z";"2026-04-05T04:00:00.000Z";1.7
"2026-04-05T04:00:00.000Z";"2026-04-05T04:15:00.000Z";15.4
"2026-04-05T04:15:00.000Z";"2026-04-05T04:30:00.000Z";31.7
"2026-04-05T04:30:00.000Z";"2026-04-05T04:45:00.000Z";48
"2026-04-05T04:45:00.000Z";"2026-04-05T05:00:00.000Z";64.2
"2026-04-05T05:00:00.000Z";"2026-04-05T05:15:00.000Z";95.9
"2026-04-05T05:15:00.000Z";"2026-04-05T05:30:00.000Z";119.4
"2026-04-05T05:30:00.000Z";"2026-04-05T05:45:00.000Z";142.9
"2026-04-05T05:45:00.000Z";"2026-04-05T06:00:00.000Z";166.4
"2026-04-05T06:00:00.000Z";"2026-04-05T06:15:00.000Z";193.1
"2026-04-05T06:15:00.000Z";"2026-04-05T06:30:00.000Z";216.3
"2026-04-05T06:30:00.000Z";"2026-04-05T06:45:00.000Z";239.5
"2026-04-05T06:45:00.000Z";"2026-04-05T07:00:00.000Z";262.7
"2026-04-05T07:00:00.000Z";"2026-04-05T07:15:00.000Z";288.2
"2026-04-05T07:15:00.000Z";"2026-04-05T07:30:00.000Z";307.3
"2026-04-05T07:30:00.000Z";"2026-04-05T07:45:00.000Z";326.5
"2026-04-05T07:45:00.000Z";"2026-04-05T08:00:00.000Z";345.6
"2026-04-05T08:00:00.000Z";"2026-04-05T08:15:00.000Z";356.5
"2026-04-05T08:15:00.000Z";"2026-04-05T08:30:00.000Z";373
"2026-04-05T08:30:00.000Z";"2026-04-05T08:45:00.000Z";389.4
"2026-04-05T08:45:00.000Z";"2026-04-05T09:00:00.000Z";405.9
"2026-04-05T09:00:00.000Z";"2026-04-05T09:15:00.000Z";441
"2026-04-05T09:15:00.000Z";"2026-04-05T09:30:00.000Z";446.7
"2026-04-05T09:30:00.000Z";"2026-04-05T09:45:00.000Z";450.4
"2026-04-05T09:45:00.000Z";"2026-04-05T10:00:00.000Z";456.1
"2026-04-05T10:00:00.000Z";"2026-04-05T10:15:00.000Z";456.1
"2026-04-05T10:15:00.000Z";"2026-04-05T10:30:00.000Z";459.8
"2026-04-05T10:30:00.000Z";"2026-04-05T10:45:00.000Z";459.8
"2026-04-05T10:45:00.000Z";"2026-04-05T11:00:00.000Z";456.1
"2026-04-05T11:00:00.000Z";"2026-04-05T11:15:00.000Z";456.1
"2026-04-05T11:15:00.000Z";"2026-04-05T11:30:00.000Z";445.8
"2026-04-05T11:30:00.000Z";"2026-04-05T11:45:00.000Z";439
"2026-04-05T11:45:00.000Z";"2026-04-05T12:00:00.000Z";428.7
"2026-04-05T12:00:00.000Z";"2026-04-05T12:15:00.000Z";399.1
"2026-04-05T12:15:00.000Z";"2026-04-05T12:30:00.000Z";379.1
"2026-04-05T12:30:00.000Z";"2026-04-05T12:45:00.000Z";359
"2026-04-05T12:45:00.000Z";"2026-04-05T13:00:00.000Z";339
"2026-04-05T13:00:00.000Z";"2026-04-05T13:15:00.000Z";319.9
"2026-04-05T13:15:00.000Z";"2026-04-05T13:30:00.000Z";294.8
"2026-04-05T13:30:00.000Z";"2026-04-05T13:45:00.000Z";269.6
"2026-04-05T13:45:00.000Z";"2026-04-05T14:00:00.000Z";244.4
"2026-04-05T14:00:00.000Z";"2026-04-05T14:15:00.000Z";205.4
"2026-04-05T14:15:00.000Z";"2026-04-05T14:30:00.000Z";180.2
"2026-04-05T14:30:00.000Z";"2026-04-05T14:45:00.000Z";155.1
"2026-04-05T14:45:00.000Z";"2026-04-05T15:00:00.000Z";129.9
"2026-04-05T15:00:00.000Z";"2026-04-05T15:15:00.000Z";110.8
"2026-04-05T15:15:00.000Z";"2026-04-05T15:30:00.000Z";90.9
"2026-04-05T15:30:00.000Z";"2026-04-05T15:45:00.000Z";71.1
"2026-04-05T15:45:00.000Z";"2026-04-05T16:00:00.000Z";51.2
"2026-04-05T16:00:00.000Z";"2026-04-05T16:15:00.000Z";14.2
"2026-04-05T16:15:00.000Z";"2026-04-05T16:30:00.000Z";10.1
"2026-04-05T16:30:00.000Z";"2026-04-05T16:45:00.000Z";7.4
"2026-04-05T16:45:00.000Z";"2026-04-05T17:00:00.000Z";3.4
"2026-04-05T17:00:00.000Z";"2026-04-05T17:15:00.000Z";3.4
"2026-04-05T17:15:00.000Z";"2026-04-05T17:30:00.000Z";2.3
"2026-04-05T17:30:00.000Z";"2026-04-05T17:45:00.000Z";1.2
"2026-04-05T17:45:00.000Z";"2026-04-05T18:00:00.000Z";0.1
"2026-04-05T18:00:00.000Z";"2026-04-05T18:15:00.000Z";0
"2026-04-05T18:15:00.000Z";"2026-04-05T18:30:00.000Z";0
"2026-04-05T18:30:00.000Z";"2026-04-05T18:45:00.000Z";0
"2026-04-05T18:45:00.000Z";"2026-04-05T19:00:00.000Z";0
"2026-04-05T19:00:00.000Z";"2026-04-05T19:15:00.000Z";0
"2026-04-05T19:15:00.000Z";"2026-04-05T19:30:00.000Z";0
"2026-04-05T19:30:00.000Z";"2026-04-05T19:45:00.000Z";0
"2026-04-05T19:45:00.000Z";"2026-04-05T20:00:00.000Z";0
"2026-04-05T20:00:00.000Z";"2026-04-05T20:15:00.000Z";0
"2026-04-05T20:15:00.000Z";"2026-04-05T20:30:00.000Z";0
"2026-04-05T20:30:00.000Z";"2026-04-05T20:45:00.000Z";0
"2026-04-05T20:45:00.000Z";"2026-04-05T21:00:00.000Z";0
"2026-04-05T21:00:00.000Z";"2026-04-05T21:15:00.000Z";0
"2026-04-05T21:15:00.000Z";"2026-04-05T21:30:00.000Z";0
"2026-04-05T21:30:00.000Z";"2026-04-05T21:45:00.000Z";0
"2026-04-05T21:45:00.000Z";"2026-04-05T22:00:00.000Z";0
"2026-04-05T22:00:00.000Z";"2026-04-05T22:15:00.000Z";0
"2026-04-05T22:15:00.000Z";"2026-04-05T22:30:00.000Z";0
"2026-04-05T22:30:00.000Z";"2026-04-05T22:45:00.000Z";0
"2026-04-05T22:45:00.000Z";"2026-04-05T23:00:00.000Z";0
"2026-04-05T23:00:00.000Z";"2026-04-05T23:15:00.000Z";0
"2026-04-05T23:15:00.000Z";"2026-04-05T23:30:00.000Z";0
"2026-04-05T23:30:00.000Z";"2026-04-05T23:45:00.000Z";0
"2026-04-05T23:45:00.000Z";"2026-04-06T00:00:00.000Z";0
"2026-04-06T00:00:00.000Z";"2026-04-06T00:15:00.000Z";0
"2026-04-06T00:15:00.000Z";"2026-04-06T00:30:00.000Z";0
"2026-04-06T00:30:00.000Z";"2026-04-06T00:45:00.000Z";0
"2026-04-06T00:45:00.000Z";"2026-04-06T01:00:00.000Z";0
"2026-04-06T01:00:00.000Z";"2026-04-06T01:15:00.000Z";0
"2026-04-06T01:15:00.000Z";"2026-04-06T01:30:00.000Z";0
"2026-04-06T01:30:00.000Z";"2026-04-06T01:45:00.000Z";0
"2026-04-06T01:45:00.000Z";"2026-04-06T02:00:00.000Z";0
"2026-04-06T02:00:00.000Z";"2026-04-06T02:15:00.000Z";0
"2026-04-06T02:15:00.000Z";"2026-04-06T02:30:00.000Z";0
"2026-04-06T02:30:00.000Z";"2026-04-06T02:45:00.000Z";0
"2026-04-06T02:45:00.000Z";"2026-04-06T03:00:00.000Z";0
"2026-04-06T03:00:00.000Z";"2026-04-06T03:15:00.000Z";0
"2026-04-06T03:15:00.000Z";"2026-04-06T03:30:00.000Z";0.9
"2026-04-06T03:30:00.000Z";"2026-04-06T03:45:00.000Z";1.8
"2026-04-06T03:45:00.000Z";"2026-04-06T04:00:00.000Z";2.7
"2026-04-06T04:00:00.000Z";"2026-04-06T04:15:00.000Z";10.6
"2026-04-06T04:15:00.000Z";"2026-04-06T04:30:00.000Z";21.2
"2026-04-06T04:30:00.000Z";"2026-04-06T04:45:00.000Z";31.7
"2026-04-06T04:45:00.000Z";"2026-04-06T05:00:00.000Z";42.3
"2026-04-06T05:00:00.000Z";"2026-04-06T05:15:00.000Z";62.4
"2026-04-06T05:15:00.000Z";"2026-04-06T05:30:00.000Z";78
"2026-04-06T05:30:00.000Z";"2026-04-06T05:45:00.000Z";93.6
"2026-04-06T05:45:00.000Z";"2026-04-06T06:00:00.000Z";109.2
"2026-04-06T06:00:00.000Z";"2026-04-06T06:15:00.000Z";128.7
"2026-04-06T06:15:00.000Z";"2026-04-06T06:30:00.000Z";143.8
"2026-04-06T06:30:00.000Z";"2026-04-06T06:45:00.000Z";158.9
"2026-04-06T06:45:00.000Z";"2026-04-06T07:00:00.000Z";174
"2026-04-06T07:00:00.000Z";"2026-04-06T07:15:00.000Z";186.7
"2026-04-06T07:15:00.000Z";"2026-04-06T07:30:00.000Z";200
"2026-04-06T07:30:00.000Z";"2026-04-06T07:45:00.000Z";213.4
"2026-04-06T07:45:00.000Z";"2026-04-06T08:00:00.000Z";226.8
"2026-04-06T08:00:00.000Z";"2026-04-06T08:15:00.000Z";242.7
"2026-04-06T08:15:00.000Z";"2026-04-06T08:30:00.000Z";253.2
"2026-04-06T08:30:00.000Z";"2026-04-06T08:45:00.000Z";263.7
"2026-04-06T08:45:00.000Z";"2026-04-06T09:00:00.000Z";274.3
"2026-04-06T09:00:00.000Z";"2026-04-06T09:15:00.000Z";288.5
"2026-04-06T09:15:00.000Z";"2026-04-06T09:30:00.000Z";290.3
"2026-04-06T09:30:00.000Z";"2026-04-06T09:45:00.000Z";291.6
"2026-04-06T09:45:00.000Z";"2026-04-06T10:00:00.000Z";293.4
"2026-04-06T10:00:00.000Z";"2026-04-06T10:15:00.000Z";293.4
"2026-04-06T10:15:00.000Z";"2026-04-06T10:30:00.000Z";297.8
"2026-04-06T10:30:00.000Z";"2026-04-06T10:45:00.000Z";302.2
"2026-04-06T10:45:00.000Z";"2026-04-06T11:00:00.000Z";306.5
"2026-04-06T11:00:00.000Z";"2026-04-06T11:15:00.000Z";320.8
"2026-04-06T11:15:00.000Z";"2026-04-06T11:30:00.000Z";331.1
"2026-04-06T11:30:00.000Z";"2026-04-06T11:45:00.000Z";331.1
"2026-04-06T11:45:00.000Z";"2026-04-06T12:00:00.000Z";320.8
"2026-04-06T12:00:00.000Z";"2026-04-06T12:15:00.000Z";316.5
"2026-04-06T12:15:00.000Z";"2026-04-06T12:30:00.000Z";305
"2026-04-06T12:30:00.000Z";"2026-04-06T12:45:00.000Z";293.4
"2026-04-06T12:45:00.000Z";"2026-04-06T13:00:00.000Z";281.8
"2026-04-06T13:00:00.000Z";"2026-04-06T13:15:00.000Z";256.7
"2026-04-06T13:15:00.000Z";"2026-04-06T13:30:00.000Z";241.2
"2026-04-06T13:30:00.000Z";"2026-04-06T13:45:00.000Z";225.8
"2026-04-06T13:45:00.000Z";"2026-04-06T14:00:00.000Z";210.3
"2026-04-06T14:00:00.000Z";"2026-04-06T14:15:00.000Z";201.9
"2026-04-06T14:15:00.000Z";"2026-04-06T14:30:00.000Z";184.3
"2026-04-06T14:30:00.000Z";"2026-04-06T14:45:00.000Z";166.7
"2026-04-06T14:45:00.000Z";"2026-04-06T15:00:00.000Z";149.1
"2026-04-06T15:00:00.000Z";"2026-04-06T15:15:00.000Z";121.5
"2026-04-06T15:15:00.000Z";"2026-04-06T15:30:00.000Z";102.3
"2026-04-06T15:30:00.000Z";"2026-04-06T15:45:00.000Z";83.1
"2026-04-06T15:45:00.000Z";"2026-04-06T16:00:00.000Z";63.9
"2026-04-06T16:00:00.000Z";"2026-04-06T16:15:00.000Z";39.2
"2026-04-06T16:15:00.000Z";"2026-04-06T16:30:00.000Z";27.8
"2026-04-06T16:30:00.000Z";"2026-04-06T16:45:00.000Z";16.4
"2026-04-06T16:45:00.000Z";"2026-04-06T17:00:00.000Z";5.1
"2026-04-06T17:00:00.000Z";"2026-04-06T17:15:00.000Z";3.4
"2026-04-06T17:15:00.000Z";"2026-04-06T17:30:00.000Z";2.2
"2026-04-06T17:30:00.000Z";"2026-04-06T17:45:00.000Z";1.1
"2026-04-06T17:45:00.000Z";"2026-04-06T18:00:00.000Z";0
"2026-04-06T18:00:00.000Z";"2026-04-06T18:15:00.000Z";0
"2026-04-06T18:15:00.000Z";"2026-04-06T18:30:00.000Z";0
"2026-04-06T18:30:00.000Z";"2026-04-06T18:45:00.000Z";0
"2026-04-06T18:45:00.000Z";"2026-04-06T19:00:00.000Z";0
"2026-04-06T19:00:00.000Z";"2026-04-06T19:15:00.000Z";0
"2026-04-06T19:15:00.000Z";"2026-04-06T19:30:00.000Z";0
"2026-04-06T19:30:00.000Z";"2026-04-06T19:45:00.000Z";0
"2026-04-06T19:45:00.000Z";"2026-04-06T20:00:00.000Z";0
"2026-04-06T20:00:00.000Z";"2026-04-06T20:15:00.000Z";0
"2026-04-06T20:15:00.000Z";"2026-04-06T20:30:00.000Z";0
"2026-04-06T20:30:00.000Z";"2026-04-06T20:45:00.000Z";0
"2026-04-06T20:45:00.000Z";"2026-04-06T21:00:00.000Z";0
"2026-04-06T21:00:00.000Z";"2026-04-06T21:15:00.000Z";0
"2026-04-06T21:15:00.000Z";"2026-04-06T21:30:00.000Z";0
"2026-04-06T21:30:00.000Z";"2026-04-06T21:45:00.000Z";0
"2026-04-06T21:45:00.000Z";"2026-04-06T22:00:00.000Z";0
"2026-04-06T22:00:00.000Z";"2026-04-06T22:15:00.000Z";0
"2026-04-06T22:15:00.000Z";"2026-04-06T22:30:00.000Z";0
"2026-04-06T22:30:00.000Z";"2026-04-06T22:45:00.000Z";0
"2026-04-06T22:45:00.000Z";"2026-04-06T23:00:00.000Z";0
"2026-04-06T23:00:00.000Z";"2026-04-06T23:15:00.000Z";0
"2026-04-06T23:15:00.000Z";"2026-04-06T23:30:00.000Z";0
"2026-04-06T23:30:00.000Z";"2026-04-06T23:45:00.000Z";0
"2026-04-06T23:45:00.000Z";"2026-04-07T00:00:00.000Z";0
"2026-04-07T00:00:00.000Z";"2026-04-07T00:15:00.000Z";0
"2026-04-07T00:15:00.000Z";"2026-04-07T00:30:00.000Z";0
"2026-04-07T00:30:00.000Z";"2026-04-07T00:45:00.000Z";0
"2026-04-07T00:45:00.000Z";"2026-04-07T01:00:00.000Z";0
"2026-04-07T01:00:00.000Z";"2026-04-07T01:15:00.000Z";0
"2026-04-07T01:15:00.000Z";"2026-04-07T01:30:00.000Z";0
"2026-04-07T01:30:00.000Z";"2026-04-07T01:45:00.000Z";0
"2026-04-07T01:45:00.000Z";"2026-04-07T02:00:00.000Z";0
"2026-04-07T02:00:00.000Z";"2026-04-07T02:15:00.000Z";0
"2026-04-07T02:15:00.000Z";"2026-04-07T02:30:00.000Z";0
"2026-04-07T02:30:00.000Z";"2026-04-07T02:45:00.000Z";0
"2026-04-07T02:45:00.000Z";"2026-04-07T03:00:00.000Z";0
"2026-04-07T03:00:00.000Z";"2026-04-07T03:15:00.000Z";0
"2026-04-07T03:15:00.000Z";"2026-04-07T03:30:00.000Z";1.4
"2026-04-07T03:30:00.000Z";"2026-04-07T03:45:00.000Z";2.8
"2026-04-07T03:45:00.000Z";"2026-04-07T04:00:00.000Z";4.2
"2026-04-07T04:00:00.000Z";"2026-04-07T04:15:00.000Z";23.5
"2026-04-07T04:15:00.000Z";"2026-04-07T04:30:00.000Z";39.5
"2026-04-07T04:30:00.000Z";"2026-04-07T04:45:00.000Z";55.5
"2026-04-07T04:45:00.000Z";"2026-04-07T05:00:00.000Z";71.5
"2026-04-07T05:00:00.000Z";"2026-04-07T05:15:00.000Z";94.3
"2026-04-07T05:15:00.000Z";"2026-04-07T05:30:00.000Z";118.2
"2026-04-07T05:30:00.000Z";"2026-04-07T05:45:00.000Z";142.1
"2026-04-07T05:45:00.000Z";"2026-04-07T06:00:00.000Z";166
"2026-04-07T06:00:00.000Z";"2026-04-07T06:15:00.000Z";203.1
"2026-04-07T06:15:00.000Z";"2026-04-07T06:30:00.000Z";226.9
"2026-04-07T06:30:00.000Z";"2026-04-07T06:45:00.000Z";250.7
"2026-04-07T06:45:00.000Z";"2026-04-07T07:00:00.000Z";274.5
"2026-04-07T07:00:00.000Z";"2026-04-07T07:15:00.000Z";288.6
"2026-04-07T07:15:00.000Z";"2026-04-07T07:30:00.000Z";310
"2026-04-07T07:30:00.000Z";"2026-04-07T07:45:00.000Z";331.3
"2026-04-07T07:45:00.000Z";"2026-04-07T08:00:00.000Z";352.6
"2026-04-07T08:00:00.000Z";"2026-04-07T08:15:00.000Z";379.2
"2026-04-07T08:15:00.000Z";"2026-04-07T08:30:00.000Z";399.3
"2026-04-07T08:30:00.000Z";"2026-04-07T08:45:00.000Z";419.5
"2026-04-07T08:45:00.000Z";"2026-04-07T09:00:00.000Z";439.6
"2026-04-07T09:00:00.000Z";"2026-04-07T09:15:00.000Z";481.9
"2026-04-07T09:15:00.000Z";"2026-04-07T09:30:00.000Z";481.9
"2026-04-07T09:30:00.000Z";"2026-04-07T09:45:00.000Z";481.9
"2026-04-07T09:45:00.000Z";"2026-04-07T10:00:00.000Z";481.9
"2026-04-07T10:00:00.000Z";"2026-04-07T10:15:00.000Z";481.9
"2026-04-07T10:15:00.000Z";"2026-04-07T10:30:00.000Z";482.5
"2026-04-07T10:30:00.000Z";"2026-04-07T10:45:00.000Z";483.1
"2026-04-07T10:45:00.000Z";"2026-04-07T11:00:00.000Z";483.8
"2026-04-07T11:00:00.000Z";"2026-04-07T11:15:00.000Z";488.4
"2026-04-07T11:15:00.000Z";"2026-04-07T11:30:00.000Z";491.3
"2026-04-07T11:30:00.000Z";"2026-04-07T11:45:00.000Z";491.3
"2026-04-07T11:45:00.000Z";"2026-04-07T12:00:00.000Z";488.4
"2026-04-07T12:00:00.000Z";"2026-04-07T12:15:00.000Z";462.4
"2026-04-07T12:15:00.000Z";"2026-04-07T12:30:00.000Z";446.6
"2026-04-07T12:30:00.000Z";"2026-04-07T12:45:00.000Z";430.7
"2026-04-07T12:45:00.000Z";"2026-04-07T13:00:00.000Z";414.8
"2026-04-07T13:00:00.000Z";"2026-04-07T13:15:00.000Z";394
"2026-04-07T13:15:00.000Z";"2026-04-07T13:30:00.000Z";373.3
"2026-04-07T13:30:00.000Z";"2026-04-07T13:45:00.000Z";352.5
"2026-04-07T13:45:00.000Z";"2026-04-07T14:00:00.000Z";331.7
"2026-04-07T14:00:00.000Z";"2026-04-07T14:15:00.000Z";310.2
"2026-04-07T14:15:00.000Z";"2026-04-07T14:30:00.000Z";285.1
"2026-04-07T14:30:00.000Z";"2026-04-07T14:45:00.000Z";260
"2026-04-07T14:45:00.000Z";"2026-04-07T15:00:00.000Z";234.9
"2026-04-07T15:00:00.000Z";"2026-04-07T15:15:00.000Z";204.3
"2026-04-07T15:15:00.000Z";"2026-04-07T15:30:00.000Z";176.1
"2026-04-07T15:30:00.000Z";"2026-04-07T15:45:00.000Z";148
"2026-04-07T15:45:00.000Z";"2026-04-07T16:00:00.000Z";119.8
"2026-04-07T16:00:00.000Z";"2026-04-07T16:15:00.000Z";77.4
"2026-04-07T16:15:00.000Z";"2026-04-07T16:30:00.000Z";57.3
"2026-04-07T16:30:00.000Z";"2026-04-07T16:45:00.000Z";37.3
"2026-04-07T16:45:00.000Z";"2026-04-07T17:00:00.000Z";17.2
"2026-04-07T17:00:00.000Z";"2026-04-07T17:15:00.000Z";3.2
"2026-04-07T17:15:00.000Z";"2026-04-07T17:30:00.000Z";2.1
"2026-04-07T17:30:00.000Z";"2026-04-07T17:45:00.000Z";1.1
"2026-04-07T17:45:00.000Z";"2026-04-07T18:00:00.000Z";0
"2026-04-07T18:00:00.000Z";"2026-04-07T18:15:00.000Z";0
"2026-04-07T18:15:00.000Z";"2026-04-07T18:30:00.000Z";0
"2026-04-07T18:30:00.000Z";"2026-04-07T18:45:00.000Z";0
"2026-04-07T18:45:00.000Z";"2026-04-07T19:00:00.000Z";0
"2026-04-07T19:00:00.000Z";"2026-04-07T19:15:00.000Z";0
"2026-04-07T19:15:00.000Z";"2026-04-07T19:30:00.000Z";0
"2026-04-07T19:30:00.000Z";"2026-04-07T19:45:00.000Z";0
"2026-04-07T19:45:00.000Z";"2026-04-07T20:00:00.000Z";0
"2026-04-07T20:00:00.000Z";"2026-04-07T20:15:00.000Z";0
"2026-04-07T20:15:00.000Z";"2026-04-07T20:30:00.000Z";0
"2026-04-07T20:30:00.000Z";"2026-04-07T20:45:00.000Z";0
"2026-04-07T20:45:00.000Z";"2026-04-07T21:00:00.000Z";0
"2026-04-07T21:00:00.000Z";"2026-04-07T21:15:00.000Z";0
"2026-04-07T21:15:00.000Z";"2026-04-07T21:30:00.000Z";0
"2026-04-07T21:30:00.000Z";"2026-04-07T21:45:00.000Z";0
"2026-04-07T21:45:00.000Z";"2026-04-07T22:00:00.000Z";0
"2026-04-07T22:00:00.000Z";"2026-04-07T22:15:00.000Z";0
"2026-04-07T22:15:00.000Z";"2026-04-07T22:30:00.000Z";0
"2026-04-07T22:30:00.000Z";"2026-04-07T22:45:00.000Z";0
"2026-04-07T22:45:00.000Z";"2026-04-07T23:00:00.000Z";0
"2026-04-07T23:00:00.000Z";"2026-04-07T23:15:00.000Z";0
"2026-04-07T23:15:00.000Z";"2026-04-07T23:30:00.000Z";0
"2026-04-07T23:30:00.000Z";"2026-04-07T23:45:00.000Z";0
"2026-04-07T23:45:00.000Z";"2026-04-08T00:00:00.000Z";0
"2026-04-08T00:00:00.000Z";"2026-04-08T00:15:00.000Z";0
"2026-04-08T00:15:00.000Z";"2026-04-08T00:30:00.000Z";0
"2026-04-08T00:30:00.000Z";"2026-04-08T00:45:00.000Z";0
"2026-04-08T00:45:00.000Z";"2026-04-08T01:00:00.000Z";0
"2026-04-08T01:00:00.000Z";"2026-04-08T01:15:00.000Z";0
"2026-04-08T01:15:00.000Z";"2026-04-08T01:30:00.000Z";0
"2026-04-08T01:30:00.000Z";"2026-04-08T01:45:00.000Z";0
"2026-04-08T01:45:00.000Z";"2026-04-08T02:00:00.000Z";0
"2026-04-08T02:00:00.000Z";"2026-04-08T02:15:00.000Z";0
"2026-04-08T02:15:00.000Z";"2026-04-08T02:30:00.000Z";0
"2026-04-08T02:30:00.000Z";"2026-04-08T02:45:00.000Z";0
"2026-04-08T02:45:00.000Z";"2026-04-08T03:00:00.000Z";0
"2026-04-08T03:00:00.000Z";"2026-04-08T03:15:00.000Z";0
"2026-04-08T03:15:00.000Z";"2026-04-08T03:30:00.000Z";5.9
"2026-04-08T03:30:00.000Z";"2026-04-08T03:45:00.000Z";11.8
"2026-04-08T03:45:00.000Z";"2026-04-08T04:00:00.000Z";17.8
"2026-04-08T04:00:00.000Z";"2026-04-08T04:15:00.000Z";69.9
"2026-04-08T04:15:00.000Z";"2026-04-08T04:30:00.000Z";107.1
"2026-04-08T04:30:00.000Z";"2026-04-08T04:45:00.000Z";144.3
"2026-04-08T04:45:00.000Z";"2026-04-08T05:00:00.000Z";181.6
"2026-04-08T05:00:00.000Z";"2026-04-08T05:15:00.000Z";236.9
"2026-04-08T05:15:00.000Z";"2026-04-08T05:30:00.000Z";283.5
"2026-04-08T05:30:00.000Z";"2026-04-08T05:45:00.000Z";330
"2026-04-08T05:45:00.000Z";"2026-04-08T06:00:00.000Z";376.5
"2026-04-08T06:00:00.000Z";"2026-04-08T06:15:00.000Z";430.6
"2026-04-08T06:15:00.000Z";"2026-04-08T06:30:00.000Z";475.5
"2026-04-08T06:30:00.000Z";"2026-04-08T06:45:00.000Z";520.4
