"startTime";"endTime";"Hydro power production - real-time data"
"2026-03-31T21:00:00.000Z";"2026-03-31T21:03:00.000Z";1416.75
"2026-03-31T21:03:00.000Z";"2026-03-31T21:06:00.000Z";1366.4
"2026-03-31T21:06:00.000Z";"2026-03-31T21:09:00.000Z";1342.9
"2026-03-31T21:09:00.000Z";"2026-03-31T21:12:00.000Z";1335.73
"2026-03-31T21:12:00.000Z";"2026-03-31T21:15:00.000Z";1329.72
"2026-03-31T21:15:00.000Z";"2026-03-31T21:18:00.000Z";1334.5
"2026-03-31T21:18:00.000Z";"2026-03-31T21:21:00.000Z";1345.77
"2026-03-31T21:21:00.000Z";"2026-03-31T21:24:00.000Z";1345.22
"2026-03-31T21:24:00.000Z";"2026-03-31T21:27:00.000Z";1338.61
"2026-03-31T21:27:00.000Z";"2026-03-31T21:30:00.000Z";1339.66
"2026-03-31T21:30:00.000Z";"2026-03-31T21:33:00.000Z";1347.72
"2026-03-31T21:33:00.000Z";"2026-03-31T21:36:00.000Z";1325.01
"2026-03-31T21:36:00.000Z";"2026-03-31T21:39:00.000Z";1299.94
"2026-03-31T21:39:00.000Z";"2026-03-31T21:42:00.000Z";1300.45
"2026-03-31T21:42:00.000Z";"2026-03-31T21:45:00.000Z";1298.72
"2026-03-31T21:45:00.000Z";"2026-03-31T21:48:00.000Z";1306.55
"2026-03-31T21:48:00.000Z";"2026-03-31T21:51:00.000Z";1308.89
"2026-03-31T21:51:00.000Z";"2026-03-31T21:54:00.000Z";1300.94
"2026-03-31T21:54:00.000Z";"2026-03-31T21:57:00.000Z";1299.17
"2026-03-31T21:57:00.000Z";"2026-03-31T22:00:00.000Z";1294.17
"2026-03-31T22:00:00.000Z";"2026-03-31T22:03:00.000Z";1273.79
"2026-03-31T22:03:00.000Z";"2026-03-31T22:06:00.000Z";1273.61
"2026-03-31T22:06:00.000Z";"2026-03-31T22:09:00.000Z";1259.78
"2026-03-31T22:09:00.000Z";"2026-03-31T22:12:00.000Z";1229.07
"2026-03-31T22:12:00.000Z";"2026-03-31T22:15:00.000Z";1211.11
"2026-03-31T22:15:00.000Z";"2026-03-31T22:18:00.000Z";1194.28
"2026-03-31T22:18:00.000Z";"2026-03-31T22:21:00.000Z";1190.39
"2026-03-31T22:21:00.000Z";"2026-03-31T22:24:00.000Z";1193.39
"2026-03-31T22:24:00.000Z";"2026-03-31T22:27:00.000Z";1201.11
"2026-03-31T22:27:00.000Z";"2026-03-31T22:30:00.000Z";1248.44
"2026-03-31T22:30:00.000Z";"2026-03-31T22:33:00.000Z";1271.22
"2026-03-31T22:33:00.000Z";"2026-03-31T22:36:00.000Z";1308.88
"2026-03-31T22:36:00.000Z";"2026-03-31T22:39:00.000Z";1311.28
"2026-03-31T22:39:00.000Z";"2026-03-31T22:42:00.000Z";1303
"2026-03-31T22:42:00.000Z";"2026-03-31T22:45:00.000Z";1288.79
"2026-03-31T22:45:00.000Z";"2026-03-31T22:48:00.000Z";1288.17
"2026-03-31T22:48:00.000Z";"2026-03-31T22:51:00.000Z";1259.91
"2026-03-31T22:51:00.000Z";"2026-03-31T22:54:00.000Z";1256.89
"2026-03-31T22:54:00.000Z";"2026-03-31T22:57:00.000Z";1229.95
"2026-03-31T22:57:00.000Z";"2026-03-31T23:00:00.000Z";1132.81
"2026-03-31T23:00:00.000Z";"2026-03-31T23:03:00.000Z";1091.29
"2026-03-31T23:03:00.000Z";"2026-03-31T23:06:00.000Z";1079.16
"2026-03-31T23:06:00.000Z";"2026-03-31T23:09:00.000Z";1080
"2026-03-31T23:09:00.000Z";"2026-03-31T23:12:00.000Z";1073.89
"2026-03-31T23:12:00.000Z";"2026-03-31T23:15:00.000Z";1072.11
"2026-03-31T23:15:00.000Z";"2026-03-31T23:18:00.000Z";1073.22
"2026-03-31T23:18:00.000Z";"2026-03-31T23:21:00.000Z";1078.27
"2026-03-31T23:21:00.000Z";"2026-03-31T23:24:00.000Z";1071.9
"2026-03-31T23:24:00.000Z";"2026-03-31T23:27:00.000Z";1069.17
"2026-03-31T23:27:00.000Z";"2026-03-31T23:30:00.000Z";1059.28
"2026-03-31T23:30:00.000Z";"2026-03-31T23:33:00.000Z";1062.83
"2026-03-31T23:33:00.000Z";"2026-03-31T23:36:00.000Z";1072.39
"2026-03-31T23:36:00.000Z";"2026-03-31T23:39:00.000Z";1083.33
"2026-03-31T23:39:00.000Z";"2026-03-31T23:42:00.000Z";1077.22
"2026-03-31T23:42:00.000Z";"2026-03-31T23:45:00.000Z";1072.72
"2026-03-31T23:45:00.000Z";"2026-03-31T23:48:00.000Z";1068.89
"2026-03-31T23:48:00.000Z";"2026-03-31T23:51:00.000Z";1075.11
"2026-03-31T23:51:00.000Z";"2026-03-31T23:54:00.000Z";1077.83
"2026-03-31T23:54:00.000Z";"2026-03-31T23:57:00.000Z";1081.44
"2026-03-31T23:57:00.000Z";"2026-04-01T00:00:00.000Z";1092.25
"2026-04-01T00:00:00.000Z";"2026-04-01T00:03:00.000Z";1116.43
"2026-04-01T00:03:00.000Z";"2026-04-01T00:06:00.000Z";1114.9
"2026-04-01T00:06:00.000Z";"2026-04-01T00:09:00.000Z";1138.94
"2026-04-01T00:09:00.000Z";"2026-04-01T00:12:00.000Z";1152.82
"2026-04-01T00:12:00.000Z";"2026-04-01T00:15:00.000Z";1209.54
"2026-04-01T00:15:00.000Z";"2026-04-01T00:18:00.000Z";1254.58
"2026-04-01T00:18:00.000Z";"2026-04-01T00:21:00.000Z";1339.3
"2026-04-01T00:21:00.000Z";"2026-04-01T00:24:00.000Z";1352.23
"2026-04-01T00:24:00.000Z";"2026-04-01T00:27:00.000Z";1345.05
"2026-04-01T00:27:00.000Z";"2026-04-01T00:30:00.000Z";1344.72
"2026-04-01T00:30:00.000Z";"2026-04-01T00:33:00.000Z";1352.2
"2026-04-01T00:33:00.000Z";"2026-04-01T00:36:00.000Z";1369.72
"2026-04-01T00:36:00.000Z";"2026-04-01T00:39:00.000Z";1378.11
"2026-04-01T00:39:00.000Z";"2026-04-01T00:42:00.000Z";1379.06
"2026-04-01T00:42:00.000Z";"2026-04-01T00:45:00.000Z";1375.56
"2026-04-01T00:45:00.000Z";"2026-04-01T00:48:00.000Z";1374.89
"2026-04-01T00:48:00.000Z";"2026-04-01T00:51:00.000Z";1392.94
"2026-04-01T00:51:00.000Z";"2026-04-01T00:54:00.000Z";1395.94
"2026-04-01T00:54:00.000Z";"2026-04-01T00:57:00.000Z";1396
"2026-04-01T00:57:00.000Z";"2026-04-01T01:00:00.000Z";1405.11
"2026-04-01T01:00:00.000Z";"2026-04-01T01:03:00.000Z";1417.44
"2026-04-01T01:03:00.000Z";"2026-04-01T01:06:00.000Z";1387.19
"2026-04-01T01:06:00.000Z";"2026-04-01T01:09:00.000Z";1366.61
"2026-04-01T01:09:00.000Z";"2026-04-01T01:12:00.000Z";1364.61
"2026-04-01T01:12:00.000Z";"2026-04-01T01:15:00.000Z";1355.61
"2026-04-01T01:15:00.000Z";"2026-04-01T01:18:00.000Z";1354.11
"2026-04-01T01:18:00.000Z";"2026-04-01T01:21:00.000Z";1353.72
"2026-04-01T01:21:00.000Z";"2026-04-01T01:24:00.000Z";1346.94
"2026-04-01T01:24:00.000Z";"2026-04-01T01:27:00.000Z";1352.39
"2026-04-01T01:27:00.000Z";"2026-04-01T01:30:00.000Z";1353.22
"2026-04-01T01:30:00.000Z";"2026-04-01T01:33:00.000Z";1350.66
"2026-04-01T01:33:00.000Z";"2026-04-01T01:36:00.000Z";1357.44
"2026-04-01T01:36:00.000Z";"2026-04-01T01:39:00.000Z";1353.62
"2026-04-01T01:39:00.000Z";"2026-04-01T01:42:00.000Z";1357.67
"2026-04-01T01:42:00.000Z";"2026-04-01T01:45:00.000Z";1357.95
"2026-04-01T01:45:00.000Z";"2026-04-01T01:48:00.000Z";1355.55
"2026-04-01T01:48:00.000Z";"2026-04-01T01:51:00.000Z";1355
"2026-04-01T01:51:00.000Z";"2026-04-01T01:54:00.000Z";1349.84
"2026-04-01T01:54:00.000Z";"2026-04-01T01:57:00.000Z";1344.06
"2026-04-01T01:57:00.000Z";"2026-04-01T02:00:00.000Z";1347.27
"2026-04-01T02:00:00.000Z";"2026-04-01T02:03:00.000Z";1363.77
"2026-04-01T02:03:00.000Z";"2026-04-01T02:06:00.000Z";1397.88
"2026-04-01T02:06:00.000Z";"2026-04-01T02:09:00.000Z";1401.11
"2026-04-01T02:09:00.000Z";"2026-04-01T02:12:00.000Z";1399.5
"2026-04-01T02:12:00.000Z";"2026-04-01T02:15:00.000Z";1398.17
"2026-04-01T02:15:00.000Z";"2026-04-01T02:18:00.000Z";1397.88
"2026-04-01T02:18:00.000Z";"2026-04-01T02:21:00.000Z";1406.27
"2026-04-01T02:21:00.000Z";"2026-04-01T02:24:00.000Z";1401.56
"2026-04-01T02:24:00.000Z";"2026-04-01T02:27:00.000Z";1403.66
"2026-04-01T02:27:00.000Z";"2026-04-01T02:30:00.000Z";1407.67
"2026-04-01T02:30:00.000Z";"2026-04-01T02:33:00.000Z";1449.25
"2026-04-01T02:33:00.000Z";"2026-04-01T02:36:00.000Z";1452.39
"2026-04-01T02:36:00.000Z";"2026-04-01T02:39:00.000Z";1453
"2026-04-01T02:39:00.000Z";"2026-04-01T02:42:00.000Z";1454
"2026-04-01T02:42:00.000Z";"2026-04-01T02:45:00.000Z";1456.33
"2026-04-01T02:45:00.000Z";"2026-04-01T02:48:00.000Z";1472.6
"2026-04-01T02:48:00.000Z";"2026-04-01T02:51:00.000Z";1491.44
"2026-04-01T02:51:00.000Z";"2026-04-01T02:54:00.000Z";1492
"2026-04-01T02:54:00.000Z";"2026-04-01T02:57:00.000Z";1492.56
"2026-04-01T02:57:00.000Z";"2026-04-01T03:00:00.000Z";1492
"2026-04-01T03:00:00.000Z";"2026-04-01T03:03:00.000Z";1486.95
"2026-04-01T03:03:00.000Z";"2026-04-01T03:06:00.000Z";1505.98
"2026-04-01T03:06:00.000Z";"2026-04-01T03:09:00.000Z";1519.28
"2026-04-01T03:09:00.000Z";"2026-04-01T03:12:00.000Z";1522.67
"2026-04-01T03:12:00.000Z";"2026-04-01T03:15:00.000Z";1520.44
"2026-04-01T03:15:00.000Z";"2026-04-01T03:18:00.000Z";1520.45
"2026-04-01T03:18:00.000Z";"2026-04-01T03:21:00.000Z";1527.61
"2026-04-01T03:21:00.000Z";"2026-04-01T03:24:00.000Z";1533.83
"2026-04-01T03:24:00.000Z";"2026-04-01T03:27:00.000Z";1529.89
"2026-04-01T03:27:00.000Z";"2026-04-01T03:30:00.000Z";1531.06
"2026-04-01T03:30:00.000Z";"2026-04-01T03:33:00.000Z";1517.78
"2026-04-01T03:33:00.000Z";"2026-04-01T03:36:00.000Z";1515.22
"2026-04-01T03:36:00.000Z";"2026-04-01T03:39:00.000Z";1519.56
"2026-04-01T03:39:00.000Z";"2026-04-01T03:42:00.000Z";1518.72
"2026-04-01T03:42:00.000Z";"2026-04-01T03:45:00.000Z";1518.56
"2026-04-01T03:45:00.000Z";"2026-04-01T03:48:00.000Z";1519.06
"2026-04-01T03:48:00.000Z";"2026-04-01T03:51:00.000Z";1520.67
"2026-04-01T03:51:00.000Z";"2026-04-01T03:54:00.000Z";1523.16
"2026-04-01T03:54:00.000Z";"2026-04-01T03:57:00.000Z";1533
"2026-04-01T03:57:00.000Z";"2026-04-01T04:00:00.000Z";1536.39
"2026-04-01T04:00:00.000Z";"2026-04-01T04:03:00.000Z";1522.91
"2026-04-01T04:03:00.000Z";"2026-04-01T04:06:00.000Z";1508.28
"2026-04-01T04:06:00.000Z";"2026-04-01T04:09:00.000Z";1517.11
"2026-04-01T04:09:00.000Z";"2026-04-01T04:12:00.000Z";1530.05
"2026-04-01T04:12:00.000Z";"2026-04-01T04:15:00.000Z";1544.66
"2026-04-01T04:15:00.000Z";"2026-04-01T04:18:00.000Z";1541.61
"2026-04-01T04:18:00.000Z";"2026-04-01T04:21:00.000Z";1519.3
"2026-04-01T04:21:00.000Z";"2026-04-01T04:24:00.000Z";1508.06
"2026-04-01T04:24:00.000Z";"2026-04-01T04:27:00.000Z";1516.44
"2026-04-01T04:27:00.000Z";"2026-04-01T04:30:00.000Z";1500.95
"2026-04-01T04:30:00.000Z";"2026-04-01T04:33:00.000Z";1480.56
"2026-04-01T04:33:00.000Z";"2026-04-01T04:36:00.000Z";1465.67
"2026-04-01T04:36:00.000Z";"2026-04-01T04:39:00.000Z";1473
"2026-04-01T04:39:00.000Z";"2026-04-01T04:42:00.000Z";1473.33
"2026-04-01T04:42:00.000Z";"2026-04-01T04:45:00.000Z";1482.17
"2026-04-01T04:45:00.000Z";"2026-04-01T04:48:00.000Z";1474.12
"2026-04-01T04:48:00.000Z";"2026-04-01T04:51:00.000Z";1472.16
"2026-04-01T04:51:00.000Z";"2026-04-01T04:54:00.000Z";1470.06
"2026-04-01T04:54:00.000Z";"2026-04-01T04:57:00.000Z";1471.61
"2026-04-01T04:57:00.000Z";"2026-04-01T05:00:00.000Z";1474.22
"2026-04-01T05:00:00.000Z";"2026-04-01T05:03:00.000Z";1458.57
"2026-04-01T05:03:00.000Z";"2026-04-01T05:06:00.000Z";1432.13
"2026-04-01T05:06:00.000Z";"2026-04-01T05:09:00.000Z";1414.67
"2026-04-01T05:09:00.000Z";"2026-04-01T05:12:00.000Z";1418.33
"2026-04-01T05:12:00.000Z";"2026-04-01T05:15:00.000Z";1401.85
"2026-04-01T05:15:00.000Z";"2026-04-01T05:18:00.000Z";1351.84
"2026-04-01T05:18:00.000Z";"2026-04-01T05:21:00.000Z";1286.85
"2026-04-01T05:21:00.000Z";"2026-04-01T05:24:00.000Z";1282.12
"2026-04-01T05:24:00.000Z";"2026-04-01T05:27:00.000Z";1279.39
"2026-04-01T05:27:00.000Z";"2026-04-01T05:30:00.000Z";1275.07
"2026-04-01T05:30:00.000Z";"2026-04-01T05:33:00.000Z";1242.23
"2026-04-01T05:33:00.000Z";"2026-04-01T05:36:00.000Z";1242.89
"2026-04-01T05:36:00.000Z";"2026-04-01T05:39:00.000Z";1245.17
"2026-04-01T05:39:00.000Z";"2026-04-01T05:42:00.000Z";1247.17
"2026-04-01T05:42:00.000Z";"2026-04-01T05:45:00.000Z";1231.01
"2026-04-01T05:45:00.000Z";"2026-04-01T05:48:00.000Z";1224.06
"2026-04-01T05:48:00.000Z";"2026-04-01T05:51:00.000Z";1214.95
"2026-04-01T05:51:00.000Z";"2026-04-01T05:54:00.000Z";1185.91
"2026-04-01T05:54:00.000Z";"2026-04-01T05:57:00.000Z";1163.46
"2026-04-01T05:57:00.000Z";"2026-04-01T06:00:00.000Z";1156
"2026-04-01T06:00:00.000Z";"2026-04-01T06:03:00.000Z";1146.01
"2026-04-01T06:03:00.000Z";"2026-04-01T06:06:00.000Z";1077.7
"2026-04-01T06:06:00.000Z";"2026-04-01T06:09:00.000Z";1051.4
"2026-04-01T06:12:00.000Z";"2026-04-01T06:15:00.000Z";1024.29
"2026-04-01T06:15:00.000Z";"2026-04-01T06:18:00.000Z";1028.49
"2026-04-01T06:18:00.000Z";"2026-04-01T06:21:00.000Z";1029.4
"2026-04-01T06:21:00.000Z";"2026-04-01T06:24:00.000Z";1026.22
"2026-04-01T06:24:00.000Z";"2026-04-01T06:27:00.000Z";1026.89
"2026-04-01T06:27:00.000Z";"2026-04-01T06:30:00.000Z";1029.67
"2026-04-01T06:30:00.000Z";"2026-04-01T06:33:00.000Z";1022.57
"2026-04-01T06:33:00.000Z";"2026-04-01T06:36:00.000Z";1022.33
"2026-04-01T06:36:00.000Z";"2026-04-01T06:39:00.000Z";1025.67
"2026-04-01T06:42:00.000Z";"2026-04-01T06:45:00.000Z";1023.89
"2026-04-01T06:45:00.000Z";"2026-04-01T06:48:00.000Z";1025.66
"2026-04-01T06:48:00.000Z";"2026-04-01T06:51:00.000Z";1030.33
"2026-04-01T06:51:00.000Z";"2026-04-01T06:54:00.000Z";1025.84
"2026-04-01T06:54:00.000Z";"2026-04-01T06:57:00.000Z";1024.61
"2026-04-01T06:57:00.000Z";"2026-04-01T07:00:00.000Z";1020.17
"2026-04-01T07:00:00.000Z";"2026-04-01T07:03:00.000Z";1003.46
"2026-04-01T07:06:00.000Z";"2026-04-01T07:09:00.000Z";973.794
"2026-04-01T07:09:00.000Z";"2026-04-01T07:12:00.000Z";949.894
"2026-04-01T07:12:00.000Z";"2026-04-01T07:15:00.000Z";945.554
"2026-04-01T07:15:00.000Z";"2026-04-01T07:18:00.000Z";950.166
"2026-04-01T07:18:00.000Z";"2026-04-01T07:21:00.000Z";953.274
"2026-04-01T07:21:00.000Z";"2026-04-01T07:24:00.000Z";958.445
"2026-04-01T07:24:00.000Z";"2026-04-01T07:27:00.000Z";947.894
"2026-04-01T07:27:00.000Z";"2026-04-01T07:30:00.000Z";948.386
"2026-04-01T07:30:00.000Z";"2026-04-01T07:33:00.000Z";959.33
"2026-04-01T07:33:00.000Z";"2026-04-01T07:36:00.000Z";958.392
"2026-04-01T07:36:00.000Z";"2026-04-01T07:39:00.000Z";956.277
"2026-04-01T07:39:00.000Z";"2026-04-01T07:42:00.000Z";955.003
"2026-04-01T07:42:00.000Z";"2026-04-01T07:45:00.000Z";957.277
"2026-04-01T07:45:00.000Z";"2026-04-01T07:48:00.000Z";954.833
"2026-04-01T07:48:00.000Z";"2026-04-01T07:51:00.000Z";958.444
"2026-04-01T07:51:00.000Z";"2026-04-01T07:54:00.000Z";955.834
"2026-04-01T07:54:00.000Z";"2026-04-01T07:57:00.000Z";957.219
"2026-04-01T07:57:00.000Z";"2026-04-01T08:00:00.000Z";960.109
"2026-04-01T08:00:00.000Z";"2026-04-01T08:03:00.000Z";952.507
"2026-04-01T08:03:00.000Z";"2026-04-01T08:06:00.000Z";955.72
"2026-04-01T08:06:00.000Z";"2026-04-01T08:09:00.000Z";971.211
"2026-04-01T08:12:00.000Z";"2026-04-01T08:15:00.000Z";977.781
"2026-04-01T08:15:00.000Z";"2026-04-01T08:18:00.000Z";975.83
"2026-04-01T08:18:00.000Z";"2026-04-01T08:21:00.000Z";956.571
"2026-04-01T08:21:00.000Z";"2026-04-01T08:24:00.000Z";947.944
"2026-04-01T08:24:00.000Z";"2026-04-01T08:27:00.000Z";946.999
"2026-04-01T08:27:00.000Z";"2026-04-01T08:30:00.000Z";943.279
"2026-04-01T08:30:00.000Z";"2026-04-01T08:33:00.000Z";941.165
"2026-04-01T08:33:00.000Z";"2026-04-01T08:36:00.000Z";954.278
"2026-04-01T08:36:00.000Z";"2026-04-01T08:39:00.000Z";943.958
"2026-04-01T08:39:00.000Z";"2026-04-01T08:42:00.000Z";935.611
"2026-04-01T08:42:00.000Z";"2026-04-01T08:45:00.000Z";933.5
"2026-04-01T08:45:00.000Z";"2026-04-01T08:48:00.000Z";935.831
"2026-04-01T08:48:00.000Z";"2026-04-01T08:51:00.000Z";940.06
"2026-04-01T08:51:00.000Z";"2026-04-01T08:54:00.000Z";935.276
"2026-04-01T08:57:00.000Z";"2026-04-01T09:00:00.000Z";949.889
"2026-04-01T09:00:00.000Z";"2026-04-01T09:03:00.000Z";949.171
"2026-04-01T09:03:00.000Z";"2026-04-01T09:06:00.000Z";942.944
"2026-04-01T09:06:00.000Z";"2026-04-01T09:09:00.000Z";937.016
"2026-04-01T09:09:00.000Z";"2026-04-01T09:12:00.000Z";904.622
"2026-04-01T09:12:00.000Z";"2026-04-01T09:15:00.000Z";888.394
"2026-04-01T09:15:00.000Z";"2026-04-01T09:18:00.000Z";884.723
"2026-04-01T09:18:00.000Z";"2026-04-01T09:21:00.000Z";894.939
"2026-04-01T09:21:00.000Z";"2026-04-01T09:24:00.000Z";897.334
"2026-04-01T09:24:00.000Z";"2026-04-01T09:27:00.000Z";895.279
"2026-04-01T09:27:00.000Z";"2026-04-01T09:30:00.000Z";887.556
"2026-04-01T09:30:00.000Z";"2026-04-01T09:33:00.000Z";887.499
"2026-04-01T09:33:00.000Z";"2026-04-01T09:36:00.000Z";910.654
"2026-04-01T09:36:00.000Z";"2026-04-01T09:39:00.000Z";923.497
"2026-04-01T09:39:00.000Z";"2026-04-01T09:42:00.000Z";921.111
"2026-04-01T09:42:00.000Z";"2026-04-01T09:45:00.000Z";926.056
"2026-04-01T09:45:00.000Z";"2026-04-01T09:48:00.000Z";926.611
"2026-04-01T09:48:00.000Z";"2026-04-01T09:51:00.000Z";931.554
"2026-04-01T09:51:00.000Z";"2026-04-01T09:54:00.000Z";933.39
"2026-04-01T09:57:00.000Z";"2026-04-01T10:00:00.000Z";927.778
"2026-04-01T10:00:00.000Z";"2026-04-01T10:03:00.000Z";941.494
"2026-04-01T10:03:00.000Z";"2026-04-01T10:06:00.000Z";940.336
"2026-04-01T10:06:00.000Z";"2026-04-01T10:09:00.000Z";942.165
"2026-04-01T10:09:00.000Z";"2026-04-01T10:12:00.000Z";939.67
"2026-04-01T10:12:00.000Z";"2026-04-01T10:15:00.000Z";928.392
"2026-04-01T10:15:00.000Z";"2026-04-01T10:18:00.000Z";928.105
"2026-04-01T10:18:00.000Z";"2026-04-01T10:21:00.000Z";949.77
"2026-04-01T10:21:00.000Z";"2026-04-01T10:24:00.000Z";941.224
"2026-04-01T10:24:00.000Z";"2026-04-01T10:27:00.000Z";937.89
"2026-04-01T10:27:00.000Z";"2026-04-01T10:30:00.000Z";937.387
"2026-04-01T10:30:00.000Z";"2026-04-01T10:33:00.000Z";944.72
"2026-04-01T10:33:00.000Z";"2026-04-01T10:36:00.000Z";959.44
"2026-04-01T10:39:00.000Z";"2026-04-01T10:42:00.000Z";954.611
"2026-04-01T10:42:00.000Z";"2026-04-01T10:45:00.000Z";965.326
"2026-04-01T10:45:00.000Z";"2026-04-01T10:48:00.000Z";976.659
"2026-04-01T10:48:00.000Z";"2026-04-01T10:51:00.000Z";1001.49
"2026-04-01T10:51:00.000Z";"2026-04-01T10:54:00.000Z";1007.22
"2026-04-01T10:57:00.000Z";"2026-04-01T11:00:00.000Z";977.391
"2026-04-01T11:00:00.000Z";"2026-04-01T11:03:00.000Z";968.167
"2026-04-01T11:03:00.000Z";"2026-04-01T11:06:00.000Z";966.615
"2026-04-01T11:06:00.000Z";"2026-04-01T11:09:00.000Z";951.448
"2026-04-01T11:09:00.000Z";"2026-04-01T11:12:00.000Z";951.894
"2026-04-01T11:12:00.000Z";"2026-04-01T11:15:00.000Z";952.331
"2026-04-01T11:15:00.000Z";"2026-04-01T11:18:00.000Z";942.998
"2026-04-01T11:18:00.000Z";"2026-04-01T11:21:00.000Z";949.332
"2026-04-01T11:21:00.000Z";"2026-04-01T11:24:00.000Z";940.782
"2026-04-01T11:24:00.000Z";"2026-04-01T11:27:00.000Z";937.669
"2026-04-01T11:27:00.000Z";"2026-04-01T11:30:00.000Z";941.762
"2026-04-01T11:30:00.000Z";"2026-04-01T11:33:00.000Z";961.33
"2026-04-01T11:33:00.000Z";"2026-04-01T11:36:00.000Z";970.665
"2026-04-01T11:36:00.000Z";"2026-04-01T11:39:00.000Z";969.724
"2026-04-01T11:42:00.000Z";"2026-04-01T11:45:00.000Z";955.065
"2026-04-01T11:45:00.000Z";"2026-04-01T11:48:00.000Z";938.503
"2026-04-01T11:48:00.000Z";"2026-04-01T11:51:00.000Z";932.554
"2026-04-01T11:51:00.000Z";"2026-04-01T11:54:00.000Z";927.723
"2026-04-01T11:54:00.000Z";"2026-04-01T11:57:00.000Z";928.167
"2026-04-01T11:57:00.000Z";"2026-04-01T12:00:00.000Z";927.272
"2026-04-01T12:00:00.000Z";"2026-04-01T12:03:00.000Z";940.878
"2026-04-01T12:03:00.000Z";"2026-04-01T12:06:00.000Z";994.528
"2026-04-01T12:06:00.000Z";"2026-04-01T12:09:00.000Z";1006.5
"2026-04-01T12:09:00.000Z";"2026-04-01T12:12:00.000Z";1006
"2026-04-01T12:12:00.000Z";"2026-04-01T12:15:00.000Z";1001.84
"2026-04-01T12:15:00.000Z";"2026-04-01T12:18:00.000Z";998.892
"2026-04-01T12:18:00.000Z";"2026-04-01T12:21:00.000Z";997.722
"2026-04-01T12:21:00.000Z";"2026-04-01T12:24:00.000Z";994.667
"2026-04-01T12:27:00.000Z";"2026-04-01T12:30:00.000Z";994.334
"2026-04-01T12:30:00.000Z";"2026-04-01T12:33:00.000Z";989.777
"2026-04-01T12:36:00.000Z";"2026-04-01T12:39:00.000Z";987.611
"2026-04-01T12:42:00.000Z";"2026-04-01T12:45:00.000Z";959.337
"2026-04-01T12:45:00.000Z";"2026-04-01T12:48:00.000Z";942.065
"2026-04-01T12:48:00.000Z";"2026-04-01T12:51:00.000Z";925.45
"2026-04-01T12:51:00.000Z";"2026-04-01T12:54:00.000Z";919.055
"2026-04-01T12:54:00.000Z";"2026-04-01T12:57:00.000Z";915.949
"2026-04-01T12:57:00.000Z";"2026-04-01T13:00:00.000Z";902.445
"2026-04-01T13:00:00.000Z";"2026-04-01T13:03:00.000Z";913.061
"2026-04-01T13:03:00.000Z";"2026-04-01T13:06:00.000Z";912.114
"2026-04-01T13:06:00.000Z";"2026-04-01T13:09:00.000Z";896.786
"2026-04-01T13:09:00.000Z";"2026-04-01T13:12:00.000Z";888.557
"2026-04-01T13:12:00.000Z";"2026-04-01T13:15:00.000Z";900.051
"2026-04-01T13:15:00.000Z";"2026-04-01T13:18:00.000Z";906.443
"2026-04-01T13:18:00.000Z";"2026-04-01T13:21:00.000Z";906.554
"2026-04-01T13:21:00.000Z";"2026-04-01T13:24:00.000Z";901.725
"2026-04-01T13:27:00.000Z";"2026-04-01T13:30:00.000Z";929.554
"2026-04-01T13:30:00.000Z";"2026-04-01T13:33:00.000Z";927.053
"2026-04-01T13:33:00.000Z";"2026-04-01T13:36:00.000Z";923.835
"2026-04-01T13:39:00.000Z";"2026-04-01T13:42:00.000Z";923.772
"2026-04-01T13:42:00.000Z";"2026-04-01T13:45:00.000Z";936.33
"2026-04-01T13:45:00.000Z";"2026-04-01T13:48:00.000Z";953.885
"2026-04-01T13:48:00.000Z";"2026-04-01T13:51:00.000Z";969.872
"2026-04-01T13:51:00.000Z";"2026-04-01T13:54:00.000Z";988.502
"2026-04-01T13:57:00.000Z";"2026-04-01T14:00:00.000Z";1000.22
"2026-04-01T14:00:00.000Z";"2026-04-01T14:03:00.000Z";1007.16
"2026-04-01T14:03:00.000Z";"2026-04-01T14:06:00.000Z";1005.56
"2026-04-01T14:06:00.000Z";"2026-04-01T14:09:00.000Z";1020.04
"2026-04-01T14:09:00.000Z";"2026-04-01T14:12:00.000Z";1039.6
"2026-04-01T14:12:00.000Z";"2026-04-01T14:15:00.000Z";1026.39
"2026-04-01T14:15:00.000Z";"2026-04-01T14:18:00.000Z";1012.62
"2026-04-01T14:18:00.000Z";"2026-04-01T14:21:00.000Z";998.723
"2026-04-01T14:21:00.000Z";"2026-04-01T14:24:00.000Z";997.726
"2026-04-01T14:27:00.000Z";"2026-04-01T14:30:00.000Z";1026.21
"2026-04-01T14:30:00.000Z";"2026-04-01T14:33:00.000Z";1038.22
"2026-04-01T14:33:00.000Z";"2026-04-01T14:36:00.000Z";1026.28
"2026-04-01T14:36:00.000Z";"2026-04-01T14:39:00.000Z";1028.72
"2026-04-01T14:39:00.000Z";"2026-04-01T14:42:00.000Z";1035.66
"2026-04-01T14:42:00.000Z";"2026-04-01T14:45:00.000Z";1041.94
"2026-04-01T14:45:00.000Z";"2026-04-01T14:48:00.000Z";1050.22
"2026-04-01T14:48:00.000Z";"2026-04-01T14:51:00.000Z";1050.94
"2026-04-01T14:51:00.000Z";"2026-04-01T14:54:00.000Z";1050
"2026-04-01T14:54:00.000Z";"2026-04-01T14:57:00.000Z";1048.45
"2026-04-01T14:57:00.000Z";"2026-04-01T15:00:00.000Z";1048.94
