"startTime";"endTime";"Wind power production - real-time data"
"2026-03-31T21:00:00.000Z";"2026-03-31T21:03:00.000Z";1256.31
"2026-03-31T21:03:00.000Z";"2026-03-31T21:06:00.000Z";1288.33
"2026-03-31T21:06:00.000Z";"2026-03-31T21:09:00.000Z";1297.16
"2026-03-31T21:09:00.000Z";"2026-03-31T21:12:00.000Z";1321.66
"2026-03-31T21:12:00.000Z";"2026-03-31T21:15:00.000Z";1337.98
"2026-03-31T21:15:00.000Z";"2026-03-31T21:18:00.000Z";1345.69
"2026-03-31T21:18:00.000Z";"2026-03-31T21:21:00.000Z";1345.67
"2026-03-31T21:21:00.000Z";"2026-03-31T21:24:00.000Z";1360.99
"2026-03-31T21:24:00.000Z";"2026-03-31T21:27:00.000Z";1363.68
"2026-03-31T21:27:00.000Z";"2026-03-31T21:30:00.000Z";1353.84
"2026-03-31T21:30:00.000Z";"2026-03-31T21:33:00.000Z";1349.68
"2026-03-31T21:33:00.000Z";"2026-03-31T21:36:00.000Z";1336.66
"2026-03-31T21:36:00.000Z";"2026-03-31T21:39:00.000Z";1345.67
"2026-03-31T21:39:00.000Z";"2026-03-31T21:42:00.000Z";1349
"2026-03-31T21:42:00.000Z";"2026-03-31T21:45:00.000Z";1355.99
"2026-03-31T21:45:00.000Z";"2026-03-31T21:48:00.000Z";1313.19
"2026-03-31T21:48:00.000Z";"2026-03-31T21:51:00.000Z";1319.64
"2026-03-31T21:51:00.000Z";"2026-03-31T21:54:00.000Z";1339.82
"2026-03-31T21:54:00.000Z";"2026-03-31T21:57:00.000Z";1350.33
"2026-03-31T21:57:00.000Z";"2026-03-31T22:00:00.000Z";1349.87
"2026-03-31T22:00:00.000Z";"2026-03-31T22:03:00.000Z";1311.57
"2026-03-31T22:03:00.000Z";"2026-03-31T22:06:00.000Z";1294.18
"2026-03-31T22:06:00.000Z";"2026-03-31T22:09:00.000Z";1296.02
"2026-03-31T22:09:00.000Z";"2026-03-31T22:12:00.000Z";1295.49
"2026-03-31T22:12:00.000Z";"2026-03-31T22:15:00.000Z";1311
"2026-03-31T22:15:00.000Z";"2026-03-31T22:18:00.000Z";1318.7
"2026-03-31T22:18:00.000Z";"2026-03-31T22:21:00.000Z";1347.77
"2026-03-31T22:21:00.000Z";"2026-03-31T22:24:00.000Z";1422.33
"2026-03-31T22:24:00.000Z";"2026-03-31T22:27:00.000Z";1421.82
"2026-03-31T22:27:00.000Z";"2026-03-31T22:30:00.000Z";1442.62
"2026-03-31T22:30:00.000Z";"2026-03-31T22:33:00.000Z";1435.18
"2026-03-31T22:33:00.000Z";"2026-03-31T22:36:00.000Z";1468.93
"2026-03-31T22:36:00.000Z";"2026-03-31T22:39:00.000Z";1503.67
"2026-03-31T22:39:00.000Z";"2026-03-31T22:42:00.000Z";1505.99
"2026-03-31T22:42:00.000Z";"2026-03-31T22:45:00.000Z";1509
"2026-03-31T22:45:00.000Z";"2026-03-31T22:48:00.000Z";1529.14
"2026-03-31T22:48:00.000Z";"2026-03-31T22:51:00.000Z";1520
"2026-03-31T22:51:00.000Z";"2026-03-31T22:54:00.000Z";1525.5
"2026-03-31T22:54:00.000Z";"2026-03-31T22:57:00.000Z";1531.81
"2026-03-31T22:57:00.000Z";"2026-03-31T23:00:00.000Z";1536.8
"2026-03-31T23:00:00.000Z";"2026-03-31T23:03:00.000Z";1548.99
"2026-03-31T23:03:00.000Z";"2026-03-31T23:06:00.000Z";1641.49
"2026-03-31T23:06:00.000Z";"2026-03-31T23:09:00.000Z";1665.15
"2026-03-31T23:09:00.000Z";"2026-03-31T23:12:00.000Z";1666.34
"2026-03-31T23:12:00.000Z";"2026-03-31T23:15:00.000Z";1654.85
"2026-03-31T23:15:00.000Z";"2026-03-31T23:18:00.000Z";1644.52
"2026-03-31T23:18:00.000Z";"2026-03-31T23:21:00.000Z";1619.36
"2026-03-31T23:21:00.000Z";"2026-03-31T23:24:00.000Z";1617.67
"2026-03-31T23:24:00.000Z";"2026-03-31T23:27:00.000Z";1630.33
"2026-03-31T23:27:00.000Z";"2026-03-31T23:30:00.000Z";1628.32
"2026-03-31T23:30:00.000Z";"2026-03-31T23:33:00.000Z";1602.7
"2026-03-31T23:33:00.000Z";"2026-03-31T23:36:00.000Z";1581.51
"2026-03-31T23:36:00.000Z";"2026-03-31T23:39:00.000Z";1596.32
"2026-03-31T23:39:00.000Z";"2026-03-31T23:42:00.000Z";1601.5
"2026-03-31T23:42:00.000Z";"2026-03-31T23:45:00.000Z";1580.33
"2026-03-31T23:45:00.000Z";"2026-03-31T23:48:00.000Z";1591.64
"2026-03-31T23:48:00.000Z";"2026-03-31T23:51:00.000Z";1661.97
"2026-03-31T23:51:00.000Z";"2026-03-31T23:54:00.000Z";1679.21
"2026-03-31T23:54:00.000Z";"2026-03-31T23:57:00.000Z";1666.98
"2026-03-31T23:57:00.000Z";"2026-04-01T00:00:00.000Z";1675.16
"2026-04-01T00:00:00.000Z";"2026-04-01T00:03:00.000Z";1626.35
"2026-04-01T00:03:00.000Z";"2026-04-01T00:06:00.000Z";1581.18
"2026-04-01T00:06:00.000Z";"2026-04-01T00:09:00.000Z";1585.18
"2026-04-01T00:09:00.000Z";"2026-04-01T00:12:00.000Z";1599.47
"2026-04-01T00:12:00.000Z";"2026-04-01T00:15:00.000Z";1590.17
"2026-04-01T00:15:00.000Z";"2026-04-01T00:18:00.000Z";1591.65
"2026-04-01T00:18:00.000Z";"2026-04-01T00:21:00.000Z";1664.2
"2026-04-01T00:21:00.000Z";"2026-04-01T00:24:00.000Z";1705.33
"2026-04-01T00:24:00.000Z";"2026-04-01T00:27:00.000Z";1709.35
"2026-04-01T00:27:00.000Z";"2026-04-01T00:30:00.000Z";1702.83
"2026-04-01T00:30:00.000Z";"2026-04-01T00:33:00.000Z";1706.31
"2026-04-01T00:33:00.000Z";"2026-04-01T00:36:00.000Z";1716.35
"2026-04-01T00:36:00.000Z";"2026-04-01T00:39:00.000Z";1718.46
"2026-04-01T00:39:00.000Z";"2026-04-01T00:42:00.000Z";1712.19
"2026-04-01T00:42:00.000Z";"2026-04-01T00:45:00.000Z";1701.67
"2026-04-01T00:45:00.000Z";"2026-04-01T00:48:00.000Z";1718.51
"2026-04-01T00:48:00.000Z";"2026-04-01T00:51:00.000Z";1719.34
"2026-04-01T00:51:00.000Z";"2026-04-01T00:54:00.000Z";1692.52
"2026-04-01T00:54:00.000Z";"2026-04-01T00:57:00.000Z";1688.34
"2026-04-01T00:57:00.000Z";"2026-04-01T01:00:00.000Z";1689.16
"2026-04-01T01:00:00.000Z";"2026-04-01T01:03:00.000Z";1673.21
"2026-04-01T01:03:00.000Z";"2026-04-01T01:06:00.000Z";1692.65
"2026-04-01T01:06:00.000Z";"2026-04-01T01:09:00.000Z";1685.69
"2026-04-01T01:09:00.000Z";"2026-04-01T01:12:00.000Z";1700.82
"2026-04-01T01:12:00.000Z";"2026-04-01T01:15:00.000Z";1697.83
"2026-04-01T01:15:00.000Z";"2026-04-01T01:18:00.000Z";1699.97
"2026-04-01T01:18:00.000Z";"2026-04-01T01:21:00.000Z";1681.34
"2026-04-01T01:21:00.000Z";"2026-04-01T01:24:00.000Z";1692.84
"2026-04-01T01:24:00.000Z";"2026-04-01T01:27:00.000Z";1716.14
"2026-04-01T01:27:00.000Z";"2026-04-01T01:30:00.000Z";1716.84
"2026-04-01T01:30:00.000Z";"2026-04-01T01:33:00.000Z";1701.03
"2026-04-01T01:33:00.000Z";"2026-04-01T01:36:00.000Z";1688.51
"2026-04-01T01:36:00.000Z";"2026-04-01T01:39:00.000Z";1668.84
"2026-04-01T01:39:00.000Z";"2026-04-01T01:42:00.000Z";1657.81
"2026-04-01T01:42:00.000Z";"2026-04-01T01:45:00.000Z";1671.85
"2026-04-01T01:45:00.000Z";"2026-04-01T01:48:00.000Z";1679.35
"2026-04-01T01:48:00.000Z";"2026-04-01T01:51:00.000Z";1685.35
"2026-04-01T01:51:00.000Z";"2026-04-01T01:54:00.000Z";1684.32
"2026-04-01T01:54:00.000Z";"2026-04-01T01:57:00.000Z";1713.15
"2026-04-01T01:57:00.000Z";"2026-04-01T02:00:00.000Z";1711.51
"2026-04-01T02:00:00.000Z";"2026-04-01T02:03:00.000Z";1713.83
"2026-04-01T02:03:00.000Z";"2026-04-01T02:06:00.000Z";1713.17
"2026-04-01T02:06:00.000Z";"2026-04-01T02:09:00.000Z";1736.99
"2026-04-01T02:09:00.000Z";"2026-04-01T02:12:00.000Z";1737.51
"2026-04-01T02:12:00.000Z";"2026-04-01T02:15:00.000Z";1754.13
"2026-04-01T02:15:00.000Z";"2026-04-01T02:18:00.000Z";1765.7
"2026-04-01T02:18:00.000Z";"2026-04-01T02:21:00.000Z";1755.67
"2026-04-01T02:21:00.000Z";"2026-04-01T02:24:00.000Z";1766.84
"2026-04-01T02:24:00.000Z";"2026-04-01T02:27:00.000Z";1757.02
"2026-04-01T02:27:00.000Z";"2026-04-01T02:30:00.000Z";1748.16
"2026-04-01T02:30:00.000Z";"2026-04-01T02:33:00.000Z";1759.85
"2026-04-01T02:33:00.000Z";"2026-04-01T02:36:00.000Z";1769.16
"2026-04-01T02:36:00.000Z";"2026-04-01T02:39:00.000Z";1781.17
"2026-04-01T02:39:00.000Z";"2026-04-01T02:42:00.000Z";1797.95
"2026-04-01T02:42:00.000Z";"2026-04-01T02:45:00.000Z";1805.13
"2026-04-01T02:45:00.000Z";"2026-04-01T02:48:00.000Z";1808.67
"2026-04-01T02:48:00.000Z";"2026-04-01T02:51:00.000Z";1830.82
"2026-04-01T02:51:00.000Z";"2026-04-01T02:54:00.000Z";1851.82
"2026-04-01T02:54:00.000Z";"2026-04-01T02:57:00.000Z";1878.83
"2026-04-01T02:57:00.000Z";"2026-04-01T03:00:00.000Z";1900.17
"2026-04-01T03:00:00.000Z";"2026-04-01T03:03:00.000Z";1925.43
"2026-04-01T03:03:00.000Z";"2026-04-01T03:06:00.000Z";1941.5
"2026-04-01T03:06:00.000Z";"2026-04-01T03:09:00.000Z";1980.64
"2026-04-01T03:09:00.000Z";"2026-04-01T03:12:00.000Z";1988.01
"2026-04-01T03:12:00.000Z";"2026-04-01T03:15:00.000Z";2015.81
"2026-04-01T03:15:00.000Z";"2026-04-01T03:18:00.000Z";2031.49
"2026-04-01T03:18:00.000Z";"2026-04-01T03:21:00.000Z";2077.69
"2026-04-01T03:21:00.000Z";"2026-04-01T03:24:00.000Z";2091.06
"2026-04-01T03:24:00.000Z";"2026-04-01T03:27:00.000Z";2141.14
"2026-04-01T03:27:00.000Z";"2026-04-01T03:30:00.000Z";2159.15
"2026-04-01T03:30:00.000Z";"2026-04-01T03:33:00.000Z";2232.92
"2026-04-01T03:33:00.000Z";"2026-04-01T03:36:00.000Z";2302.93
"2026-04-01T03:36:00.000Z";"2026-04-01T03:39:00.000Z";2348.04
"2026-04-01T03:39:00.000Z";"2026-04-01T03:42:00.000Z";2364.35
"2026-04-01T03:42:00.000Z";"2026-04-01T03:45:00.000Z";2402.33
"2026-04-01T03:45:00.000Z";"2026-04-01T03:48:00.000Z";2417.5
"2026-04-01T03:48:00.000Z";"2026-04-01T03:51:00.000Z";2419.68
"2026-04-01T03:51:00.000Z";"2026-04-01T03:54:00.000Z";2440.99
"2026-04-01T03:54:00.000Z";"2026-04-01T03:57:00.000Z";2490.4
"2026-04-01T03:57:00.000Z";"2026-04-01T04:00:00.000Z";2549.82
"2026-04-01T04:00:00.000Z";"2026-04-01T04:03:00.000Z";2585.3
"2026-04-01T04:03:00.000Z";"2026-04-01T04:06:00.000Z";2615.17
"2026-04-01T04:06:00.000Z";"2026-04-01T04:09:00.000Z";2642.67
"2026-04-01T04:09:00.000Z";"2026-04-01T04:12:00.000Z";2661.3
"2026-04-01T04:12:00.000Z";"2026-04-01T04:15:00.000Z";2682.36
"2026-04-01T04:15:00.000Z";"2026-04-01T04:18:00.000Z";2737.29
"2026-04-01T04:18:00.000Z";"2026-04-01T04:21:00.000Z";2753.5
"2026-04-01T04:21:00.000Z";"2026-04-01T04:24:00.000Z";2793.47
"2026-04-01T04:24:00.000Z";"2026-04-01T04:27:00.000Z";2829.45
"2026-04-01T04:27:00.000Z";"2026-04-01T04:30:00.000Z";2866.8
"2026-04-01T04:30:00.000Z";"2026-04-01T04:33:00.000Z";2925.97
"2026-04-01T04:33:00.000Z";"2026-04-01T04:36:00.000Z";2991.44
"2026-04-01T04:36:00.000Z";"2026-04-01T04:39:00.000Z";3085.74
"2026-04-01T04:39:00.000Z";"2026-04-01T04:42:00.000Z";3174.31
"2026-04-01T04:42:00.000Z";"2026-04-01T04:45:00.000Z";3235.12
"2026-04-01T04:45:00.000Z";"2026-04-01T04:48:00.000Z";3291.98
"2026-04-01T04:48:00.000Z";"2026-04-01T04:51:00.000Z";3359.65
"2026-04-01T04:51:00.000Z";"2026-04-01T04:54:00.000Z";3398.92
"2026-04-01T04:54:00.000Z";"2026-04-01T04:57:00.000Z";3477.07
"2026-04-01T04:57:00.000Z";"2026-04-01T05:00:00.000Z";3552.95
"2026-04-01T05:00:00.000Z";"2026-04-01T05:03:00.000Z";3626.85
"2026-04-01T05:03:00.000Z";"2026-04-01T05:06:00.000Z";3716.31
"2026-04-01T05:06:00.000Z";"2026-04-01T05:09:00.000Z";3784.96
"2026-04-01T05:09:00.000Z";"2026-04-01T05:12:00.000Z";3827.81
"2026-04-01T05:12:00.000Z";"2026-04-01T05:15:00.000Z";3883.46
"2026-04-01T05:15:00.000Z";"2026-04-01T05:18:00.000Z";3888.49
"2026-04-01T05:18:00.000Z";"2026-04-01T05:21:00.000Z";3934.83
"2026-04-01T05:21:00.000Z";"2026-04-01T05:24:00.000Z";3900.24
"2026-04-01T05:24:00.000Z";"2026-04-01T05:27:00.000Z";3885.66
"2026-04-01T05:27:00.000Z";"2026-04-01T05:30:00.000Z";3932.76
"2026-04-01T05:30:00.000Z";"2026-04-01T05:33:00.000Z";4038.32
"2026-04-01T05:33:00.000Z";"2026-04-01T05:36:00.000Z";4054.51
"2026-04-01T05:36:00.000Z";"2026-04-01T05:39:00.000Z";4102.49
"2026-04-01T05:39:00.000Z";"2026-04-01T05:42:00.000Z";4130.67
"2026-04-01T05:42:00.000Z";"2026-04-01T05:45:00.000Z";4111.79
"2026-04-01T05:45:00.000Z";"2026-04-01T05:48:00.000Z";4141.98
"2026-04-01T05:48:00.000Z";"2026-04-01T05:51:00.000Z";4314.25
"2026-04-01T05:51:00.000Z";"2026-04-01T05:54:00.000Z";4365.31
"2026-04-01T05:54:00.000Z";"2026-04-01T05:57:00.000Z";4369.67
"2026-04-01T05:57:00.000Z";"2026-04-01T06:00:00.000Z";4375.98
"2026-04-01T06:00:00.000Z";"2026-04-01T06:03:00.000Z";4430.57
"2026-04-01T06:03:00.000Z";"2026-04-01T06:06:00.000Z";4400.23
"2026-04-01T06:06:00.000Z";"2026-04-01T06:09:00.000Z";4392.7
"2026-04-01T06:12:00.000Z";"2026-04-01T06:15:00.000Z";4430.5
"2026-04-01T06:15:00.000Z";"2026-04-01T06:18:00.000Z";4414.33
"2026-04-01T06:18:00.000Z";"2026-04-01T06:21:00.000Z";4400.33
"2026-04-01T06:21:00.000Z";"2026-04-01T06:24:00.000Z";4379.48
"2026-04-01T06:24:00.000Z";"2026-04-01T06:27:00.000Z";4385.15
"2026-04-01T06:27:00.000Z";"2026-04-01T06:30:00.000Z";4418.33
"2026-04-01T06:30:00.000Z";"2026-04-01T06:33:00.000Z";4412.5
"2026-04-01T06:33:00.000Z";"2026-04-01T06:36:00.000Z";4423.2
"2026-04-01T06:36:00.000Z";"2026-04-01T06:39:00.000Z";4450.56
"2026-04-01T06:39:00.000Z";"2026-04-01T06:42:00.000Z";4494.11
"2026-04-01T06:42:00.000Z";"2026-04-01T06:45:00.000Z";4496.86
"2026-04-01T06:45:00.000Z";"2026-04-01T06:48:00.000Z";4449.01
"2026-04-01T06:48:00.000Z";"2026-04-01T06:51:00.000Z";4477.96
"2026-04-01T06:51:00.000Z";"2026-04-01T06:54:00.000Z";4537.62
"2026-04-01T06:54:00.000Z";"2026-04-01T06:57:00.000Z";4552.06
"2026-04-01T06:57:00.000Z";"2026-04-01T07:00:00.000Z";4553.61
"2026-04-01T07:00:00.000Z";"2026-04-01T07:03:00.000Z";4572.84
"2026-04-01T07:03:00.000Z";"2026-04-01T07:06:00.000Z";4603.45
"2026-04-01T07:06:00.000Z";"2026-04-01T07:09:00.000Z";4603.4
"2026-04-01T07:09:00.000Z";"2026-04-01T07:12:00.000Z";4590.84
"2026-04-01T07:12:00.000Z";"2026-04-01T07:15:00.000Z";4640.5
"2026-04-01T07:15:00.000Z";"2026-04-01T07:18:00.000Z";4615.02
"2026-04-01T07:18:00.000Z";"2026-04-01T07:21:00.000Z";4641.1
"2026-04-01T07:21:00.000Z";"2026-04-01T07:24:00.000Z";4596.84
"2026-04-01T07:24:00.000Z";"2026-04-01T07:27:00.000Z";4622.13
"2026-04-01T07:27:00.000Z";"2026-04-01T07:30:00.000Z";4649.15
"2026-04-01T07:30:00.000Z";"2026-04-01T07:33:00.000Z";4613.19
"2026-04-01T07:33:00.000Z";"2026-04-01T07:36:00.000Z";4621.3
"2026-04-01T07:36:00.000Z";"2026-04-01T07:39:00.000Z";4639.35
"2026-04-01T07:39:00.000Z";"2026-04-01T07:42:00.000Z";4645.31
"2026-04-01T07:42:00.000Z";"2026-04-01T07:45:00.000Z";4645.48
"2026-04-01T07:45:00.000Z";"2026-04-01T07:48:00.000Z";4675.17
"2026-04-01T07:48:00.000Z";"2026-04-01T07:51:00.000Z";4654.65
"2026-04-01T07:51:00.000Z";"2026-04-01T07:54:00.000Z";4680.02
"2026-04-01T07:54:00.000Z";"2026-04-01T07:57:00.000Z";4686.15
"2026-04-01T07:57:00.000Z";"2026-04-01T08:00:00.000Z";4735.99
"2026-04-01T08:00:00.000Z";"2026-04-01T08:03:00.000Z";4898.27
"2026-04-01T08:03:00.000Z";"2026-04-01T08:06:00.000Z";5123.74
"2026-04-01T08:06:00.000Z";"2026-04-01T08:09:00.000Z";5214.83
"2026-04-01T08:12:00.000Z";"2026-04-01T08:15:00.000Z";5226.63
"2026-04-01T08:15:00.000Z";"2026-04-01T08:18:00.000Z";5215.29
"2026-04-01T08:18:00.000Z";"2026-04-01T08:21:00.000Z";5185.73
"2026-04-01T08:21:00.000Z";"2026-04-01T08:24:00.000Z";5168.78
"2026-04-01T08:24:00.000Z";"2026-04-01T08:27:00.000Z";5190.31
"2026-04-01T08:27:00.000Z";"2026-04-01T08:30:00.000Z";5209.79
"2026-04-01T08:30:00.000Z";"2026-04-01T08:33:00.000Z";5201.65
"2026-04-01T08:33:00.000Z";"2026-04-01T08:36:00.000Z";5215.38
"2026-04-01T08:36:00.000Z";"2026-04-01T08:39:00.000Z";5218.36
"2026-04-01T08:39:00.000Z";"2026-04-01T08:42:00.000Z";5235.31
"2026-04-01T08:42:00.000Z";"2026-04-01T08:45:00.000Z";5271.65
"2026-04-01T08:45:00.000Z";"2026-04-01T08:48:00.000Z";5246.75
"2026-04-01T08:48:00.000Z";"2026-04-01T08:51:00.000Z";5298.63
"2026-04-01T08:51:00.000Z";"2026-04-01T08:54:00.000Z";5351.98
"2026-04-01T08:54:00.000Z";"2026-04-01T08:57:00.000Z";5353.11
"2026-04-01T08:57:00.000Z";"2026-04-01T09:00:00.000Z";5415.92
"2026-04-01T09:00:00.000Z";"2026-04-01T09:03:00.000Z";5458.15
"2026-04-01T09:03:00.000Z";"2026-04-01T09:06:00.000Z";5542.57
"2026-04-01T09:06:00.000Z";"2026-04-01T09:09:00.000Z";5630.27
"2026-04-01T09:09:00.000Z";"2026-04-01T09:12:00.000Z";5669.1
"2026-04-01T09:12:00.000Z";"2026-04-01T09:15:00.000Z";5628.76
"2026-04-01T09:15:00.000Z";"2026-04-01T09:18:00.000Z";5655.85
"2026-04-01T09:18:00.000Z";"2026-04-01T09:21:00.000Z";5640.83
"2026-04-01T09:21:00.000Z";"2026-04-01T09:24:00.000Z";5639.81
"2026-04-01T09:24:00.000Z";"2026-04-01T09:27:00.000Z";5703.84
"2026-04-01T09:27:00.000Z";"2026-04-01T09:30:00.000Z";5715.84
"2026-04-01T09:30:00.000Z";"2026-04-01T09:33:00.000Z";5688.04
"2026-04-01T09:33:00.000Z";"2026-04-01T09:36:00.000Z";5657.49
"2026-04-01T09:36:00.000Z";"2026-04-01T09:39:00.000Z";5718.85
"2026-04-01T09:39:00.000Z";"2026-04-01T09:42:00.000Z";5719.56
"2026-04-01T09:42:00.000Z";"2026-04-01T09:45:00.000Z";5715.21
"2026-04-01T09:45:00.000Z";"2026-04-01T09:48:00.000Z";5658.99
"2026-04-01T09:48:00.000Z";"2026-04-01T09:51:00.000Z";5673.31
"2026-04-01T09:51:00.000Z";"2026-04-01T09:54:00.000Z";5684.48
"2026-04-01T09:54:00.000Z";"2026-04-01T09:57:00.000Z";5683.28
"2026-04-01T09:57:00.000Z";"2026-04-01T10:00:00.000Z";5710.46
"2026-04-01T10:00:00.000Z";"2026-04-01T10:03:00.000Z";5741.79
"2026-04-01T10:03:00.000Z";"2026-04-01T10:06:00.000Z";5730.53
"2026-04-01T10:06:00.000Z";"2026-04-01T10:09:00.000Z";5743.8
"2026-04-01T10:09:00.000Z";"2026-04-01T10:12:00.000Z";5715.52
"2026-04-01T10:12:00.000Z";"2026-04-01T10:15:00.000Z";5716.05
"2026-04-01T10:15:00.000Z";"2026-04-01T10:18:00.000Z";5746.93
"2026-04-01T10:18:00.000Z";"2026-04-01T10:21:00.000Z";5711.15
"2026-04-01T10:21:00.000Z";"2026-04-01T10:24:00.000Z";5709.69
"2026-04-01T10:24:00.000Z";"2026-04-01T10:27:00.000Z";5733.32
"2026-04-01T10:27:00.000Z";"2026-04-01T10:30:00.000Z";5717.16
"2026-04-01T10:30:00.000Z";"2026-04-01T10:33:00.000Z";5728.59
"2026-04-01T10:33:00.000Z";"2026-04-01T10:36:00.000Z";5812.29
"2026-04-01T10:36:00.000Z";"2026-04-01T10:39:00.000Z";5818.99
"2026-04-01T10:39:00.000Z";"2026-04-01T10:42:00.000Z";5866.28
"2026-04-01T10:42:00.000Z";"2026-04-01T10:45:00.000Z";5876.04
"2026-04-01T10:45:00.000Z";"2026-04-01T10:48:00.000Z";5830.94
"2026-04-01T10:48:00.000Z";"2026-04-01T10:51:00.000Z";5896.98
"2026-04-01T10:51:00.000Z";"2026-04-01T10:54:00.000Z";5910.99
"2026-04-01T10:54:00.000Z";"2026-04-01T10:57:00.000Z";5913.22
"2026-04-01T10:57:00.000Z";"2026-04-01T11:00:00.000Z";5965.02
"2026-04-01T11:00:00.000Z";"2026-04-01T11:03:00.000Z";5860.13
"2026-04-01T11:03:00.000Z";"2026-04-01T11:06:00.000Z";5637.41
"2026-04-01T11:06:00.000Z";"2026-04-01T11:09:00.000Z";5661.49
"2026-04-01T11:09:00.000Z";"2026-04-01T11:12:00.000Z";5635.68
"2026-04-01T11:12:00.000Z";"2026-04-01T11:15:00.000Z";5620.05
"2026-04-01T11:15:00.000Z";"2026-04-01T11:18:00.000Z";5550.93
"2026-04-01T11:18:00.000Z";"2026-04-01T11:21:00.000Z";5459.49
"2026-04-01T11:21:00.000Z";"2026-04-01T11:24:00.000Z";5438.23
"2026-04-01T11:24:00.000Z";"2026-04-01T11:27:00.000Z";5410.13
"2026-04-01T11:27:00.000Z";"2026-04-01T11:30:00.000Z";5464.68
"2026-04-01T11:30:00.000Z";"2026-04-01T11:33:00.000Z";5460.66
"2026-04-01T11:33:00.000Z";"2026-04-01T11:36:00.000Z";5523.83
"2026-04-01T11:36:00.000Z";"2026-04-01T11:39:00.000Z";5602.08
"2026-04-01T11:39:00.000Z";"2026-04-01T11:42:00.000Z";5593.02
"2026-04-01T11:42:00.000Z";"2026-04-01T11:45:00.000Z";5636.46
"2026-04-01T11:45:00.000Z";"2026-04-01T11:48:00.000Z";5612.7
"2026-04-01T11:48:00.000Z";"2026-04-01T11:51:00.000Z";5523.83
"2026-04-01T11:51:00.000Z";"2026-04-01T11:54:00.000Z";5490.83
"2026-04-01T11:54:00.000Z";"2026-04-01T11:57:00.000Z";5488.65
"2026-04-01T11:57:00.000Z";"2026-04-01T12:00:00.000Z";5563.25
"2026-04-01T12:00:00.000Z";"2026-04-01T12:03:00.000Z";5551.16
"2026-04-01T12:03:00.000Z";"2026-04-01T12:06:00.000Z";5542.5
"2026-04-01T12:06:00.000Z";"2026-04-01T12:09:00.000Z";5580.27
"2026-04-01T12:09:00.000Z";"2026-04-01T12:12:00.000Z";5597.95
"2026-04-01T12:12:00.000Z";"2026-04-01T12:15:00.000Z";5626.99
"2026-04-01T12:15:00.000Z";"2026-04-01T12:18:00.000Z";5646.32
"2026-04-01T12:18:00.000Z";"2026-04-01T12:21:00.000Z";5714.62
"2026-04-01T12:21:00.000Z";"2026-04-01T12:24:00.000Z";5773.07
"2026-04-01T12:27:00.000Z";"2026-04-01T12:30:00.000Z";5811.18
"2026-04-01T12:30:00.000Z";"2026-04-01T12:33:00.000Z";5800.93
"2026-04-01T12:36:00.000Z";"2026-04-01T12:39:00.000Z";5808.34
"2026-04-01T12:42:00.000Z";"2026-04-01T12:45:00.000Z";5784.33
"2026-04-01T12:45:00.000Z";"2026-04-01T12:48:00.000Z";5782.8
"2026-04-01T12:48:00.000Z";"2026-04-01T12:51:00.000Z";5769.68
"2026-04-01T12:51:00.000Z";"2026-04-01T12:54:00.000Z";5820.42
"2026-04-01T12:54:00.000Z";"2026-04-01T12:57:00.000Z";5837.53
"2026-04-01T12:57:00.000Z";"2026-04-01T13:00:00.000Z";5857.21
"2026-04-01T13:00:00.000Z";"2026-04-01T13:03:00.000Z";5753.43
"2026-04-01T13:03:00.000Z";"2026-04-01T13:06:00.000Z";5735.15
"2026-04-01T13:06:00.000Z";"2026-04-01T13:09:00.000Z";5749.14
"2026-04-01T13:09:00.000Z";"2026-04-01T13:12:00.000Z";5752.82
"2026-04-01T13:12:00.000Z";"2026-04-01T13:15:00.000Z";5761.49
"2026-04-01T13:15:00.000Z";"2026-04-01T13:18:00.000Z";5710.04
"2026-04-01T13:18:00.000Z";"2026-04-01T13:21:00.000Z";5770.31
"2026-04-01T13:21:00.000Z";"2026-04-01T13:24:00.000Z";5792
"2026-04-01T13:24:00.000Z";"2026-04-01T13:27:00.000Z";5747.2
"2026-04-01T13:27:00.000Z";"2026-04-01T13:30:00.000Z";5703.47
"2026-04-01T13:30:00.000Z";"2026-04-01T13:33:00.000Z";5699.17
"2026-04-01T13:33:00.000Z";"2026-04-01T13:36:00.000Z";5736.83
"2026-04-01T13:39:00.000Z";"2026-04-01T13:42:00.000Z";5692.46
"2026-04-01T13:42:00.000Z";"2026-04-01T13:45:00.000Z";5699.97
"2026-04-01T13:45:00.000Z";"2026-04-01T13:48:00.000Z";5811.83
"2026-04-01T13:48:00.000Z";"2026-04-01T13:51:00.000Z";5842.63
"2026-04-01T13:51:00.000Z";"2026-04-01T13:54:00.000Z";5798.03
"2026-04-01T13:54:00.000Z";"2026-04-01T13:57:00.000Z";5795.33
"2026-04-01T13:57:00.000Z";"2026-04-01T14:00:00.000Z";5786.85
"2026-04-01T14:00:00.000Z";"2026-04-01T14:03:00.000Z";5728.04
"2026-04-01T14:03:00.000Z";"2026-04-01T14:06:00.000Z";5723.9
"2026-04-01T14:06:00.000Z";"2026-04-01T14:09:00.000Z";5757.97
"2026-04-01T14:09:00.000Z";"2026-04-01T14:12:00.000Z";5780.14
"2026-04-01T14:12:00.000Z";"2026-04-01T14:15:00.000Z";5814.26
"2026-04-01T14:15:00.000Z";"2026-04-01T14:18:00.000Z";5909.95
"2026-04-01T14:18:00.000Z";"2026-04-01T14:21:00.000Z";6003.29
